Course Code,Course Number,Titles,Day,Time,Location
HST,301,Practicum in the Study of History,Tuesday,1:00-3:03,Carnegie
HST,302,Early American History,Wednesday,2:00-4:03,Hall of Languages
HST,303,The Age of the American Revolution,Thursday,3:00-5:03,Physics Building
HST,304,Age of Jefferson and Jackson,Friday,4:00-6:03,Falk
HST,305,America in Crisis: The Civil War and Reconstruction,Monday,5:00-7:03,Marshall Square Mall
HST,306,The Long Civil Rights Era,Tuesday,6:00-8:03,Lyman Hall
HST,307,"The United States in the Modern Age, 1917-1963",Wednesday,7:00-9:03,Whitman
HST,308,"Recent History of the United States, 1963-Present",Thursday,1:00-3:04,Schine
HST,309,Africa and Global Affairs 1870 - Present,Friday,2:00-4:04,Heroy Geology Building
HST,310,The Early Middle Ages,Monday,3:00-5:04,HBC Gifford
HST,311,Medieval Civilization,Tuesday,4:00-6:04,Crouse-Hinds Hall
HST,312,Reformation of the 16th Century,Wednesday,5:00-7:04,Dineen Hall
HST,313,French Revolution: Sun King to Guillotine,Thursday,6:00-8:04,Hinds Hall
HST,314,Europe from Bismarck to the First World War,Friday,7:00-9:04,Carnegie
HST,315,Europe in the Age of Hitler and Stalin,Monday,1:00-3:05,Hall of Languages
HST,316,Europe Since 1945,Tuesday,2:00-4:05,Physics Building
HST,317,The Arab Revolutions,Wednesday,3:00-5:05,Falk
HST,319,The Middle East in the 20th Century,Thursday,4:00-6:05,Marshall Square Mall
HST,320,Traditional China,Friday,5:00-7:05,Lyman Hall
HST,321,Modern China,Monday,6:00-8:05,Whitman
HST,322,Colonial Latin America,Tuesday,7:00-9:05,Schine
HST,323,Modern Latin America,Wednesday,1:00-3:06,Heroy Geology Building
HST,324,Recent Latin American History,Thursday,2:00-4:06,HBC Gifford
HST,327,A History of Southern Africa,Friday,3:00-5:06,Crouse-Hinds Hall
HST,328,Ancient and Medieval India,Monday,4:00-6:06,Dineen Hall
HST,329,Making of Modern India,Tuesday,5:00-7:06,Hinds Hall
HST,330,The Iroquois,Wednesday,6:00-8:06,Carnegie
HST,331,Race & Sport in U.S. History,Thursday,7:00-9:06,Hall of Languages
HST,332,African American History: Through the 19th Century,Friday,1:00-3:07,Physics Building
HST,333,African American History: After the 19th Century,Monday,2:00-4:07,Falk
HST,334,Social and Cultural History of the United States,Tuesday,3:00-5:07,Marshall Square Mall
HST,335,American Social and Cultural History,Wednesday,4:00-6:07,Lyman Hall
HST,336,United States in World Politics to 1914,Thursday,5:00-7:07,Whitman
HST,337,"America in the World: The History of U.S. Foreign Relations, 1898-Present",Friday,6:00-8:07,Schine
HST,338,History of the Southern United States to 1865,Monday,7:00-9:07,Heroy Geology Building
HST,339,History of the Southern United States Since 1865,Tuesday,1:00-3:08,HBC Gifford
HST,340,Women in America: 17th Century to the Civil War,Wednesday,2:00-4:08,Crouse-Hinds Hall
HST,341,The Modern American Presidency,Thursday,3:00-5:08,Dineen Hall
HST,342,Modern American Political Thought,Friday,4:00-6:08,Hinds Hall
HST,343,History of New York State,Monday,5:00-7:08,Carnegie
HST,344,Social Protest in the U.S.,Tuesday,6:00-8:08,Hall of Languages
HST,345,"Workers and Organized Labor in U.S. History, 1840 to Present",Wednesday,7:00-9:08,Physics Building
HST,347,Modern American Politics Through Fiction,Thursday,1:00-3:09,Falk
HST,348,Queering the Middle Ages?,Friday,2:00-4:09,Marshall Square Mall
HST,349,Women in America: Civil War to Present,Monday,3:00-5:09,Lyman Hall
HST,350,The Global Cold War,Tuesday,4:00-6:09,Whitman
HST,351,Godzilla to Gangnam: Korean-Japanese Relations,Wednesday,5:00-7:09,Schine
HST,352,History of Ancient Greece,Thursday,6:00-8:09,Heroy Geology Building
HST,353,History of Ancient Rome,Friday,7:00-9:09,HBC Gifford
HST,354,Decline and Fall of the Roman Empire,Monday,1:00-3:10,Crouse-Hinds Hall
HST,355,The Italian Renaissance,Tuesday,2:00-4:10,Dineen Hall
HST,356,Modern Italy,Wednesday,3:00-5:10,Hinds Hall
HST,357,Culture and politics in Early Modern England: Henry VIII to Charles I,Thursday,4:00-6:10,Carnegie
HST,358,Revolution and Civil War in 17th Century England,Friday,5:00-7:10,Hall of Languages
HST,359,Modern Britain 1850 to the Present,Monday,6:00-8:10,Physics Building
HST,360,Modern France from Napoleon,Tuesday,7:00-9:10,Falk
HST,361,"Germany to World War I, 1770-1918",Wednesday,1:00-3:11,Marshall Square Mall
HST,362,Nazi Germany and the Holocaust,Thursday,2:00-4:11,Lyman Hall
HST,363,Germany Since 1945,Friday,3:00-5:11,Whitman
HST,364,The Origins of Modern Russia,Monday,4:00-6:11,Schine
HST,365,Russia in the Twentieth Century,Tuesday,5:00-7:11,Heroy Geology Building
HST,366,Modern East Africa Since 1850,Wednesday,6:00-8:11,HBC Gifford
HST,367,Plague to AIDS,Thursday,7:00-9:11,Crouse-Hinds Hall
HST,368,Islam and the West,Friday,1:00-3:12,Dineen Hall
HST,369,"The World at War: 1914-1918, 1939-1945",Monday,2:00-4:12,Hinds Hall
HST,371,Gender in Latin American History,Tuesday,3:00-5:12,Carnegie
HST,372,Race in Latin America,Wednesday,4:00-6:12,Hall of Languages
HST,373,The Crusades,Thursday,5:00-7:12,Physics Building
HST,374,Popular Culture in the Middle East,Friday,6:00-8:12,Falk
HST,375,British Empire,Monday,7:00-9:12,Marshall Square Mall
HST,376,Renaissance London (Honors),Tuesday,1:00-3:13,Lyman Hall
HST,377,History of Venice,Wednesday,2:00-4:13,Whitman
HST,378,Early Modern Mediterranean,Thursday,3:00-5:13,Schine
HST,379,"Gender, Race, and Colonialism",Friday,4:00-6:13,Heroy Geology Building
HST,380,International Course,Monday,5:00-7:13,HBC Gifford
HST,381,"Genocide, Atrocity, and Political Violence in the Modern World",Tuesday,6:00-8:13,Crouse-Hinds Hall
HST,383,Foundations of American Political Thought,Wednesday,7:00-9:13,Dineen Hall
HST,384,American Environmental History and Geography,Thursday,1:00-3:14,Hinds Hall
HST,385,"United States Legal History, 1620 to Present",Friday,2:00-4:14,Carnegie
HST,386,"Crime and Society in American History, 1620 to Present",Monday,3:00-5:14,Hall of Languages
HST,387,"Women, Abolition, and Religion in 19th Century America",Tuesday,4:00-6:14,Physics Building
HST,388,"Vietnam: Movies, Memoirs and the Shaping of Public Memory",Wednesday,5:00-7:14,Falk
HST,389,LGBT History,Thursday,6:00-8:14,Marshall Square Mall
HST,390,Independent Study,Friday,7:00-9:14,Lyman Hall
HST,391,Mary Magdalene: History of a Legend,Monday,1:00-3:15,Whitman
HST,392,History of the Holocaust,Tuesday,2:00-4:15,Schine
HST,393,East Asia and the Socialist Experience,Wednesday,3:00-5:15,Heroy Geology Building
HST,394,Partition of India in Film,Thursday,4:00-6:15,HBC Gifford
HST,395,Modern Japan,Friday,5:00-7:15,Crouse-Hinds Hall
HST,396,Women and the American Frontier,Monday,6:00-8:15,Dineen Hall
HST,397,Modern Korea,Tuesday,7:00-9:15,Hinds Hall
HST,398,Saints and Sinners in the Middle Ages,Wednesday,1:00-3:16,Carnegie
HST,399,Utopia and Institution: Early Monasticism,Thursday,2:00-4:16,Hall of Languages
HST,400,Selected Topics,Friday,3:00-5:16,Physics Building
HST,401,Senior Seminar,Monday,4:00-6:16,Falk
HST,402,Slavery and Abolition,Tuesday,5:00-7:16,Marshall Square Mall
HST,403,American History Through Documentary Film,Wednesday,6:00-8:16,Lyman Hall
HST,404,Family and Gender in Renaissance Italy,Thursday,7:00-9:16,Whitman
HST,405,History of American Popular Culture,Friday,1:00-3:17,Schine
HST,406,Contemporary Issues in Chile and Latin America,Monday,2:00-4:17,Heroy Geology Building
HST,407,Iraq: Modern Nation to US Occupation,Tuesday,3:00-5:17,HBC Gifford
HST,408,The Practice of Eros:A History of Sexuality in Europe (1400-1800),Wednesday,4:00-6:17,Crouse-Hinds Hall
HST,409,A History of Witchcraft,Thursday,5:00-7:17,Dineen Hall
HST,410,Science and Technology in the Modern World,Friday,6:00-8:17,Hinds Hall
HST,411,Contemporary Central and Eastern Europe,Monday,7:00-9:17,Carnegie
HST,412,Understanding 20th Century Spain,Tuesday,1:00-3:18,Hall of Languages
HST,413,China Encounters the West: Qing Dynasty to Early Republic,Wednesday,2:00-4:18,Physics Building
HST,414,America: A Foreign Perspective,Thursday,3:00-5:18,Falk
HST,415,"Europe, Russia and the Eastern Borderlands",Friday,4:00-6:18,Marshall Square Mall
HST,416,Europe and Arc of Crises,Monday,5:00-7:18,Lyman Hall
HST,417,History of Women in Spain,Tuesday,6:00-8:18,Whitman
HST,420,The East Asian Century? Opportunities and Challenges for the Region & the US,Wednesday,7:00-9:18,Schine
HST,422,Ethnic History of Britain,Thursday,1:00-3:19,Heroy Geology Building
HST,424,"Dictatorships, Human Rights, and Historical Memory in the Southern Cone",Friday,2:00-4:19,HBC Gifford
HST,426,African American Urban History,Monday,3:00-5:19,Crouse-Hinds Hall
HST,434,Underground Railroad,Tuesday,4:00-6:19,Dineen Hall
HST,441,Europe and International Security Issues,Wednesday,5:00-7:19,Hinds Hall
HST,443,"Culture, Confucianism and Chinese Modernity",Thursday,6:00-8:19,Carnegie
HST,444,"Culture, Business and Political Economics in East Asia",Friday,7:00-9:19,Hall of Languages
HST,445,Contemporary British Politics and the Modern World,Monday,1:00-3:20,Physics Building
HST,447,France from the Revolution to the Great War,Tuesday,2:00-4:20,Falk
HST,449,France from the Treaty of Versailles to European Integration,Wednesday,3:00-5:20,Marshall Square Mall
HST,451,"Visual Culture Past and Present: Gender, Religion and Politics",Thursday,4:00-6:20,Lyman Hall
HST,452,"Italy: Past, Present and Future Challenges",Friday,5:00-7:20,Whitman
HST,453,Twentieth Century Europe,Monday,6:00-8:20,Schine
HST,454,Family and Gender in Contemporary Italy,Tuesday,7:00-9:20,Heroy Geology Building
HST,457,"Gender, Politics, Society in Europe (1400-1800)",Wednesday,1:00-3:21,HBC Gifford
HST,470,Experience Credit,Thursday,2:00-4:21,Crouse-Hinds Hall
HST,480,International Course,Friday,3:00-5:21,Dineen Hall
HST,490,Independent Study,Monday,4:00-6:21,Hinds Hall
HST,495,Distinction Thesis in History,Tuesday,5:00-7:21,Carnegie
HST,496,Distinction Thesis in History,Wednesday,6:00-8:21,Hall of Languages
HST,499,Honors Capstone Project,Thursday,7:00-9:21,Physics Building
HST,500,Selected Topics,Friday,1:00-3:22,Falk
HST,510,Studies in African American History,Monday,2:00-4:22,Marshall Square Mall
HTW,121,Personal and Social Health,Tuesday,3:00-5:22,Lyman Hall
HTW,180,International Course,Wednesday,4:00-6:22,Whitman
HTW,200,Selected Topics in Health & Wellness,Thursday,5:00-7:22,Schine
HTW,219,Human Health & Disease,Friday,6:00-8:22,Heroy Geology Building
HTW,221,Community Health Promotion,Monday,7:00-9:22,HBC Gifford
HTW,223,Public Health Data & Decision Making,Tuesday,1:00-3:23,Crouse-Hinds Hall
HTW,227,Healthy You Practicum,Wednesday,2:00-4:23,Dineen Hall
HTW,270,Experience Credit,Thursday,3:00-5:23,Hinds Hall
HTW,280,International Course,Friday,4:00-6:23,Carnegie
HTW,290,Independent Study,Monday,5:00-7:23,Hall of Languages
HTW,301,Holistic Healing Practices,Tuesday,6:00-8:23,Physics Building
HTW,302,Influencing Healthy Behavior,Wednesday,7:00-9:23,Falk
HTW,303,Environmental Health,Thursday,1:00-3:24,Marshall Square Mall
HTW,304,Community Health Education,Friday,2:00-4:24,Lyman Hall
HTW,305,Community Mental Health,Monday,3:00-5:24,Whitman
HTW,306,Public Health Administrative Systems,Tuesday,4:00-6:24,Schine
HTW,307,Culturally Competent Health Care,Wednesday,5:00-7:24,Heroy Geology Building
HTW,309,Health Disparities and Underserved Populations,Thursday,6:00-8:24,HBC Gifford
HTW,310,Promoting Health Through Literacy & Cultural Competence,Friday,7:00-9:24,Crouse-Hinds Hall
HTW,311,Health Literacy,Monday,1:00-3:25,Dineen Hall
HTW,312,Introduction to Healthcare Management,Tuesday,2:00-4:25,Hinds Hall
HTW,318,"Alcohol, Other Drugs, Sex and Gambling: Dynamics of Addiction",Wednesday,3:00-5:25,Carnegie
HTW,321,Prevention in Addiction Services,Thursday,4:00-6:25,Hall of Languages
HTW,333,Disability and Public Health,Friday,5:00-7:25,Physics Building
HTW,382,Health in the Middle East,Monday,6:00-8:25,Falk
HTW,401,Epidemiology,Tuesday,7:00-9:25,Marshall Square Mall
HTW,402,Implementing and Evaluating Health Programs,Wednesday,1:00-3:26,Lyman Hall
HTW,403,Community-Based Health Policy and Research,Thursday,2:00-4:26,Whitman
HTW,404,Comparative Health Policy,Friday,3:00-5:26,Schine
HTW,405,Cognitive Behavioral Approaches to Stress Reduction,Monday,4:00-6:26,Heroy Geology Building
HTW,406,Clinical Evaluation and Assessment of Addictions,Tuesday,5:00-7:26,HBC Gifford
HTW,407,Motivational Interviewing for Behavioral Change,Wednesday,6:00-8:26,Crouse-Hinds Hall
HTW,408,Addictions in Cultural Context,Thursday,7:00-9:26,Dineen Hall
HTW,409,The Impact of Addictions on Families and Relationships,Friday,1:00-3:27,Hinds Hall
HTW,412,Global Perspectives in Alcohol & Other Drug Policies,Monday,2:00-4:27,Carnegie
HTW,413,Introduction to Healthcare Quality Improvement,Tuesday,3:00-5:27,Hall of Languages
HTW,414,Introduction to Ethics & Laws in Healthcare Administration,Wednesday,4:00-6:27,Physics Building
HTW,415,Public Health Ethics,Thursday,5:00-7:27,Falk
HTW,422,Senior Capstone Internship,Friday,6:00-8:27,Marshall Square Mall
HTW,436,Ethics in Addiction Services,Monday,7:00-9:27,Lyman Hall
HTW,437,LGBTQ Health and Well Being,Tuesday,1:00-3:28,Whitman
HTW,438,Native American Health Promotion,Wednesday,2:00-4:28,Schine
HTW,462,Culture and Reproductive Health and Medicine,Thursday,3:00-5:28,Heroy Geology Building
HTW,463,Global Health,Friday,4:00-6:28,HBC Gifford
HTW,470,Experience Credit,Monday,5:00-7:28,Crouse-Hinds Hall
HTW,480,International Course,Tuesday,6:00-8:28,Dineen Hall
HTW,490,Independent Study,Wednesday,7:00-9:28,Hinds Hall
HTW,499,Honors Capstone Project,Thursday,1:00-3:29,Carnegie
HUM,280,International Course,Friday,2:00-4:29,Hall of Languages
HUM,304,The Other China: Ethnic Minorities and Development,Monday,3:00-5:29,Physics Building
HUM,321,"Christians, Jews and Muslims",Tuesday,4:00-6:29,Falk
HUM,380,International Course,Wednesday,5:00-7:29,Marshall Square Mall
HUM,400,Selected Topics,Thursday,6:00-8:29,Lyman Hall
HUM,403,"China: Past, Present and Future",Friday,7:00-9:29,Whitman
HUM,404,’AZAHAR’ The Islamic Conquest and the Christian Reconquest,Monday,1:00-3:30,Schine
HUM,420,Studies in Renaissance Cultural History,Tuesday,2:00-4:30,Heroy Geology Building
HUM,470,Experience Credit,Wednesday,3:00-5:30,HBC Gifford
HUM,480,International Course,Thursday,4:00-6:30,Crouse-Hinds Hall
HUM,501,Humanism and the Arts in Renaissance Italy,Friday,5:00-7:30,Dineen Hall
ICC,300,Selected Topics,Monday,6:00-8:30,Hinds Hall
ICC,306,Applied Research in Content Management,Tuesday,7:00-9:30,Carnegie
ICC,400,Selected Topics,Wednesday,1:00-3:31,Hall of Languages
ICC,500,Selected Topics,Thursday,2:00-4:31,Physics Building
ICC,505,Web Journalism and Innovation,Friday,3:00-5:31,Falk
ICC,523,Digital Branding and Strategy,Monday,4:00-6:31,Marshall Square Mall
ICC,528,Multimedia Projects,Tuesday,5:00-7:31,Lyman Hall
ICC,565,Designing Interactivity,Wednesday,6:00-8:31,Whitman
ICC,575,Advanced Web Design,Thursday,7:00-9:31,Schine
IDE,201,Integrating Technology into Instruction I,Friday,1:00-3:32,Heroy Geology Building
IDE,301,Integrating Technology into Instruction II,Monday,2:00-4:32,HBC Gifford
IDE,331,"Measurement, Evaluation and Improvement of Human Performance",Tuesday,3:00-5:32,Crouse-Hinds Hall
IDE,400,"Selected Topics: Instructional Design, Development & Evaluation",Wednesday,4:00-6:32,Dineen Hall
IDE,401,Integrating Technology into Instruction III,Thursday,5:00-7:32,Hinds Hall
IDE,456,Computers as Critical Thinking Tools,Friday,6:00-8:32,Carnegie
IDE,457,Design of Online Courses,Monday,7:00-9:32,Hall of Languages
IDE,552,Digital Media Production,Tuesday,1:00-3:33,Physics Building
IDS,401,What’s the Big Idea?: Technology Innovation,Wednesday,2:00-4:33,Falk
IDS,402,Idea2Startup,Thursday,3:00-5:33,Marshall Square Mall
IDS,403,Startup Sandbox,Friday,4:00-6:33,Lyman Hall
IDS,460,Entrepreneurial Immersion Experience : SBinSV or EntreTech,Monday,5:00-7:33,Whitman
IDS,490,Independent Study,Tuesday,6:00-8:33,Schine
ILL,251,Introduction to Illustration,Wednesday,7:00-9:33,Heroy Geology Building
ILL,252,Introduction to Illustration,Thursday,1:00-3:34,HBC Gifford
ILL,253,Media Arts,Friday,2:00-4:34,Crouse-Hinds Hall
ILL,254,Media Arts Techniques,Monday,3:00-5:34,Dineen Hall
ILL,255,History of Illustration,Tuesday,4:00-6:34,Hinds Hall
ILL,256,Intro to Digital Illustration,Wednesday,5:00-7:34,Carnegie
ILL,273,Drawing for Illustration,Thursday,6:00-8:34,Hall of Languages
ILL,274,Sequential Illustration,Friday,7:00-9:34,Physics Building
ILL,281,Illustration Symposium,Monday,1:00-3:35,Falk
ILL,351,Intermediate Illustration,Tuesday,2:00-4:35,Marshall Square Mall
ILL,352,Illustration Principles,Wednesday,3:00-5:35,Lyman Hall
ILL,353,Illustration Research Problems,Thursday,4:00-6:35,Whitman
ILL,354,Illustration Research Problems,Friday,5:00-7:35,Schine
ILL,451,Senior Portfolio,Monday,6:00-8:35,Heroy Geology Building
ILL,452,Senior Portfolio,Tuesday,7:00-9:35,HBC Gifford
ILL,453,The Business of Illustration,Wednesday,1:00-3:36,Crouse-Hinds Hall
ILL,455,IIlustration Concepts: Editorial Focus,Thursday,2:00-4:36,Dineen Hall
ILL,456,IIlustration Concepts: Sequential Focus,Friday,3:00-5:36,Hinds Hall
ILL,457,IIlustration Concepts: Visual Development Focus,Monday,4:00-6:36,Carnegie
ILL,458,Illustration Concepts: Product Focus,Tuesday,5:00-7:36,Hall of Languages
ILL,499,Honors Capstone Project,Wednesday,6:00-8:36,Physics Building
ILL,561,Illustration Concept,Thursday,7:00-9:36,Falk
ILL,562,Illustration Concept,Friday,1:00-3:37,Marshall Square Mall
ILL,565,Intro to Digital Illustration,Monday,2:00-4:37,Lyman Hall
INB,366,Economic Policies of the European Union,Tuesday,3:00-5:37,Whitman
INB,444,"Culture, Business and Political Economics in East Asia",Wednesday,4:00-6:37,Schine
INB,452,International Entrepreneurship,Thursday,5:00-7:37,Heroy Geology Building
INB,453,New and Emerging Markets,Friday,6:00-8:37,HBC Gifford
INB,470,Experience Credit,Monday,7:00-9:37,Crouse-Hinds Hall
IND,104,Fundamentals of Industrial & Interaction Design,Tuesday,1:00-3:38,Dineen Hall
IND,204,Industrial Design: Technical Graphics,Wednesday,2:00-4:38,Hinds Hall
IND,270,Experience Credit,Thursday,3:00-5:38,Carnegie
IND,271,Principles of Industrial Design I,Friday,4:00-6:38,Hall of Languages
IND,272,Principles of Industrial Design II,Monday,5:00-7:38,Physics Building
IND,273,Principles of Industrial Form I,Tuesday,6:00-8:38,Falk
IND,274,Principles of Industrial Form II,Wednesday,7:00-9:38,Marshall Square Mall
IND,276,Industrial Design: Visualization and Representation,Thursday,1:00-3:39,Lyman Hall
IND,280,Intertnational Course,Friday,2:00-4:39,Whitman
IND,373,Production Processes: Metals,Monday,3:00-5:39,Schine
IND,374,Production Processes: Plastics,Tuesday,4:00-6:39,Heroy Geology Building
IND,375,Human Factors For Designers,Wednesday,5:00-7:39,HBC Gifford
IND,376,Digital Surface Modeling,Thursday,6:00-8:39,Crouse-Hinds Hall
IND,377,Industrial Design: Typography Studio,Friday,7:00-9:39,Dineen Hall
IND,379,Industrial Design: Primary and Secondary Research,Monday,1:00-3:40,Hinds Hall
IND,471,Multidisciplinary Product Development,Tuesday,2:00-4:40,Carnegie
IND,472,Industrial Design: Product Systems,Wednesday,3:00-5:40,Hall of Languages
IND,476,Industrial Design: Environmental Practicum,Thursday,4:00-6:40,Physics Building
IND,478,Symbology and Semiotics in Industrial Design,Friday,5:00-7:40,Falk
IND,479,Industrial Design Interface,Monday,6:00-8:40,Marshall Square Mall
IND,481,Ethnography and Culture in Design,Tuesday,7:00-9:40,Lyman Hall
IND,499,Honors Capstone Project,Wednesday,1:00-3:41,Whitman
IND,571,Industrial Design: Product Practicum,Thursday,2:00-4:41,Schine
IND,572,Industrial Design: Advanced Problems,Friday,3:00-5:41,Heroy Geology Building
IND,573,Industrial Design: Thesis Research,Monday,4:00-6:41,HBC Gifford
IND,574,Industrial Design: Thesis,Tuesday,5:00-7:41,Crouse-Hinds Hall
IND,577,Industrial Design: Philosophy and Ethics,Wednesday,6:00-8:41,Dineen Hall
IND,578,Industrial Design: Professional Practices,Thursday,7:00-9:41,Hinds Hall
IRP,315,European Identity: Multicultural Europe,Friday,1:00-3:42,Carnegie
IRP,320,The East Asian Century? Opportunities and Challenges for the Region & the US,Monday,2:00-4:42,Hall of Languages
